College,Department,Code,Name,Credits,Tags,Prerequisites
South,SOC,150,Race/Ethnic Relations,5.0,ICS,
South,SOC,225,Psychology of Addiction,5.0,,
South,SOC,230,Human Sexuality,5.0,"HY,ICS",
South,SOC,245,Social Psychology,5.0,"ICS,COM,US",
South,SOC,253,Organizational Behavior,5.0,"eL,ICS",
South,SOC&,101,Intro to Sociology,5.0,"CCN,ICS",
South,SPAN&,121,Spanish I,5.0,"CCN,VLPA",
South,SPAN&,122,Spanish Ii,5.0,"CCN,VLPA",SPAN&121
South,SPAN&,123,Spanish Iii,5.0,"CCN,VLPA",SPAN&122
South,TDR,105,Technical Employ Prep,1.0,,
South,TDR,121,Drafting Technology I,4.0,,TDR131
South,TDR,123,Drafting Technology Ii,4.0,,TDR121
South,TDR,125,Drafting Technology Iii,4.0,,TDR123
South,TDR,126,Space Geometry,4.0,,TDR121
South,TDR,129,Ind Blueprint Reading,3.0,,
South,TDR,129,Industrial Blueprint Rea,3.0,,
South,TDR,131,Introduction to Cad 2-D,4.0,,TDR121
South,TDR,133,Intermediate Cad 2-D,4.0,,TDR131
South,TDR,135,Autocad 3-D Modeling,4.0,,TDR13
South,TDR,160,Surveying/Cad Civil,5.0,,"MATH111,TDR123"
South,TDR,169,Cad - Electrical,4.0,,"MATH112,TDR131"
South,TDR,179,Cad - Mechanical,4.0,,"TDR125,TDR135"
South,TDR,197,Internship,5.0,,
South,TDR,230,Basic Cad - 3d,4.0,,TDR135
South,TDR,231,Advanced Cad 3-D,4.0,,TDR230
South,TDR,231,Cad 3-D Parametric Sd Ii,4.0,,TDR230
South,TDR,236,Design Project Considera,1.0,,MET102
South,TDR,236,Design Project Managemnt,1.0,,MET102
South,TDR,237,Design Project I,2.0,,OR2
South,TDR,238,Design Project Ii,2.0,,TDR237
South,TDR,241,Intermediate Catia,4.0,,"TDR228,TDR240"
South,TDR,245,Design Machine Elements,4.0,,"TDR179,TDR272"
South,TDR,263,Applied Mechanics 1,4.0,,MET102
South,TDR,268,Architectural/Structural,4.0,,
South,TDR,272,Applied Mechanics Ii,4.0,,
South,TDR,280,Geometric Dimen.& Toler.,4.0,,
South,TDR,298,Special Topics Dftng,5.0,,MAT098
South,UGR,294,Independent Research,1.0,,UGR214
South,WABO,102,Skills for Success,3.0,eL,
South,WABO,103,PWEMIR APWXIliar,3.0,eL,
South,WER,100,Intro to Whse Dist Indst,6.0,,
South,WER,197,Internship,3.0,,
South,WET,100,Emp & Edu Preparation,1.0,,
South,WET,102,Roadmap to Success,1.0,,
South,WET,105,Edu&career Preparation,2.0,,
South,WET,150,Job Readiness,3.0,,
South,WFT,100,Welding Theory,5.0,,
South,WFT,105,Print Read/Weld Symbols,5.0,eL,
South,WFT,105,Print Reading Welding Sy,5.0,HY,
South,WFT,111,Materials and Testing,5.0,HY,"ENGL105,MATH110"
South,WFT,120,INTRO.WELDING(OXY/SMAW),6.0,,"ENGL105,MATH110"
South,WFT,120,Intro Welding Oxy Acetyl,6.0,,"ENGL105,MATH110"
South,WFT,121,SMAW Shielded Metal Arc,6.0,,"ENGL105,MATH110"
South,WFT,121,Shielded Metal Arc Weldi,6.0,,"ENGL105,MATH110"
South,WFT,124,GMAW Gas Metal Arc Wldg.,6.0,,"ENGL105,MATH110"
South,WFT,125,FCAW Flux Core Metal Arc,6.0,,"WFT100,WFT121"
South,WFT,127,GTAW Gas Tungsten Arc,6.0,,"ENGL105,MATH110"
South,WFT,128,Fabrication/Cac-a/Pac,6.0,,"ENGL105,MATH110"
South,WFT,144,Shipyard Intensive,6.0,,WFT125
South,WFT,197,Industry Internship,12.0,,
South,WFT,220,PIPE(SMAW)Shielded Metal,6.0,,
South,WFT,220,Pipe Shielded Metal Arc,6.0,,
South,WFT,227,Advanced Fabrication 1,6.0,,WFT128
South,WFT,228,Pipe Gtaw,6.0,,
South,WFT,228,Pipe Shielded Metal/Gas,6.0,,
South,WFT,238,Advanced Fabrication Ii,6.0,,WFT227
South,WFT,297,Spec Topics Weld Fabrica,12.0,,
South,WIN,101,Intro to Enology,3.0,,
South,WIN,101,Introduction to Enology,3.0,,
South,WIN,104,Elements of Wine Prod Ii,4.0,,
South,WIN,105,Elements of Wine Prodiii,4.0,,
South,WIN,108,Winery Production Ii,1.0,,
South,WIN,109,Winery Production Iii,1.0,,
South,WIN,110,Intro to Wine Science,3.0,,
South,WIN,121,Intro to Viticulture,3.0,,
South,WIN,122,Wine Chem & Microbiology,3.0,,
South,WIN,123,Sensory Evaluation,3.0,,
South,WIN,131,Intro to Washington Wine,3.0,,
South,WIN,132,Wine History & Appreciat,3.0,,
South,WIN,133,Intro Wines of the World,5.0,,
South,WIN,141,Wine Marketing & Sales,3.0,,
South,WIN,142,Wine Business,3.0,,
South,WIN,151,Intro to Food Wine Pairi,3.0,,
South,WIN,152,Advanced Food Wine Pairi,3.0,,
South,WIN,153,Food Wine Pairing Var I,3.0,,
South,WIN,197,Internship,5.0,,
South,WIN,257,Food Wine Pairing Desser,3.0,,
South,WIN,298,St- Food & Wine Cheese,3.0,,
South,WIN,299,St:adv Wine - France,3.0,,
South,WIN,299,St:somm Serv & Bev Mgt,3.0,,
South,YBLD,100,Intro to Const Trades,9.0,,
South,YBLD,100,Intro to Youth Build,9.0,,
South,YBLD,103,Prof Skills for Trades,5.0,,
